	topic	sentiment	tweets	time
546	3	+	"Staying the fucking hell away from kids covid vaccination anything. I'm not a parent, just an uncle that saw his nephews and niece grow up. If they were still kids and my brother and sis in law would say no to vaccination, bet your ass I'd beat the living shit out of them"	2021-11-24 14:13:44+00:00
547	3	+	"Vaccines (Pfizer-BioNTech) will be available at clinics in Toronto beginning Thursday, November 25 for for children aged 5 to 11 years old, approved by Health Canada. Getting vaccinated is the best way to protect your child, your family, and your community."	2021-11-24 13:50:02+00:00
548	3	n	"@TimHoustonNS @StrangRobert we have a trip to Disney booked for January 15th. I hope the people in charge see it's more beneficial to get my 10 year old two covid shots 5 weeks apart rather then letting him go to Florida not fully vaccinated, and return home not fully vaccinated"	2021-11-24 13:40:58+00:00
549	3	-	Now that COVID vaccines are being made available to children 5-11 it seems the armchair epidemiologists are now paediatric experts as well. What a surprise.	2021-11-24 13:37:27+00:00
550	3	n	"@DocSeanW @Chris_AutismDad @NancyRHM @NoahIvers @DFisman I have no problem with that. I think thats likely true. But the messaging just has to be honest.

Saying things like its always been a 3-dose series or it is a 3-dose vaccine is dishonest and undermines trust and credibility in the vaccine message."	2021-11-24 13:20:34+00:00
551	4	-	"@CBCSask 3/ Have neglected to do anything about this, as honestly? Far too angry. Trying to move to a place of how can we make this work, but unsure how. 

How do you start a conversation with a school slut-shaming a bunch of severely covid traumatized adolescents?"	2021-11-24 12:51:36+00:00
552	3	+	"@BogochIsaac @PublicHealthON Someone should tell @fordnation to expand vaccine access. My parents, who have some underlying conditions, are desperate for their booster."	2021-11-24 12:47:28+00:00
553	1	n	"FYI. Just in from @Health_PEI 
The COVID-19 testing clinic in Charlottetown will have a delayed opening today due to a small fire that caused minor damage.
 - anticipated to open at 9 a.m.
 - damage was caused by an overheated light. #PEICOVID19"	2021-11-24 12:37:59+00:00
554	3	n	"So, what is the plan for the vaccine roll-out fir 5-11 year old children in Nova Scotia? Atlantic Canada? Will it be done in the schools? Or will parents and caregivers need to book appointments? And for First Nations?
@nshealth @GovCanHealth"	2021-11-24 12:14:02+00:00
555	2	n	@DelhiAirport @_Sahitya_ Amy covid test requirements for Delhi Airport domestic Arrivals?	2021-11-24 12:09:19+00:00
556	3	n	"My oldest kiddo is becoming a pro at being vaccinated. Within the span of a month she’ll have the flu shot, meningococcal vaccine booster shot, and soon the Covid-19 vaccine."	2021-11-24 11:34:35+00:00
557	4	+	"@jdeq @DFisman @Sflecce I believe @Sflecce said it was impossible for the Covid virus to even enter a school in Ontario, just like the minister himself"	2021-11-24 10:54:38+00:00
558	4	+	@CTVNews Awesome work... Pretty soon we can go back to normal... And alot less Trolls looking for attention on covid...😎	2021-11-24 08:10:30+00:00
559	4	-	"@onterrorstreet Boarders have been open to athletes, politicians and actors for over a year. Both in Canada and the UK. It's BS to suggest covid was the reason they didn't start filming... they don't even have a script."	2021-11-24 07:22:54+00:00
560	3	-	@VCHhealthcare I don’t think the vaccine is recommended for both the mother AND the “fetus”! Maybe just the mother?	2021-11-24 05:56:33+00:00
561	4	n	"We are in uncharted territory. A third consecutive year of disrupted routines and uncertainty. Division in the community about COVID measures. Students who have not had a “typical” school year since 2018-19. There is a push to get back to that reality, but it’s unrealistic. /2"	2021-11-24 05:07:21+00:00
562	4	n	@amigone 2/2 little immune system. If they stay in a bubble completely they don't necessarily develop the same resistances. Covid is very real but I know you know who you can trust is taking all the right precautions and who isn't. Start small with 😷 and try it out.	2021-11-24 05:04:25+00:00
563	2	n	"@Rob_Fleming @mikefarnworthbc Hi Ministers Rob Fleming and Mike Farnsworth. I work in the film industry as a regular on a TV show in North Vancouver, I know during Covid film was considered an essential service is this still the case As I will need to pass hyway 7 tomorrow"	2021-11-24 04:40:24+00:00
564	4	n	Recommendations for a place in #yeg that does men’s haircuts and beard trims and is covid safe/serious? #formypartner	2021-11-24 04:24:47+00:00
565	1	-	"@Destinyshopes Because the PHO and @cdcofbc have consistently downplayed the risks of Covid to children, it is now very hard for them to make that case without eating crow, which they are very reluctant to do. They are a  true disgrace."	2021-11-24 04:14:48+00:00
566	3	+	@Destinyshopes What that means is that any risk a vaccine would pose for a 5-12 year old is dwarfed by the risk of catching and suffering a bad outcome from covid were they to remain unvaccinated.	2021-11-24 04:13:24+00:00
567	3	+	"@Destinyshopes That a study is too small to detect rare events only means that those events are rare. The study was large enough to establish that the benefits of the vaccine exceed the risks, and by a significant margin."	2021-11-24 04:12:28+00:00
568	3	+	People who hit kids for ‘discipline’ but call the vaccine ‘child abuse’ 🙄 #VaccinesSaveLives #COVID19	2021-11-24 04:12:05+00:00
569	1	-	@VCHhealthcare If you do not combat this disinformation about Covid-19 right away as it happens then it spins out of control	2021-11-24 04:08:07+00:00
570	1	n	"@ALL_CAPS @frpaul1 @ladybugspicnic @cmckenney @JLeiper I think the annual report out is Feb/Mar but since the target was set at start of covid, maybe it hasn't had first real year to report out."	2021-11-24 04:06:36+00:00
571	4	-	"No one wants to work the hotel shelters downtown, even the agencies can’t fill the staffing. There is something wrong here. Not the vaccine thing it’s just ugly cruel to witness. I will eat these words."	2021-11-24 03:56:54+00:00
572	3	n	@zcstocks @ezralevant The mayor is from Toronto. In Canada. Where the FDA does not rule. Where Health Canada has approved the vaccine.	2021-11-24 03:53:36+00:00
573	3	n	"Today the US death toll from Covid for 10 2/3 months of 2021 exceeded that of 10 months of 2020. What is remarkable is 60+% of Americans are &amp; were vaccinated for most of 2021. Authorities have blamed the unvaccinated, but I think Americans awful dietary habits are responsible."	2021-11-24 03:48:43+00:00
574	4	-	"@AZritkodude @khmom @PhilsandJenn Your study is wrong.  It assumes all kids will get Covid and uses an rate calculated for adults with severe COVID, which is unheard of for children.  Vax will kill 117 children for every one saved from Covid."	2021-11-24 03:43:57+00:00
575	3	+	"As a coach/parent/HCW, watching the first (of many) local #COVID19 vaccine clinics for the 5-11 kids book up fast in @City_SC was the boost(er) I needed today! Looking forward to seeing everyone on Thursday for their jab. @SaskHealth @SwiftKiwanis #finishthefight"	2021-11-24 03:38:55+00:00
576	4	-	@Patriotgirl18 Makes me 🤬🤬🤬 angry at the whole terrible covid machine	2021-11-24 03:23:02+00:00
577	4	n	"Everyone: Ghislaine is finally going to send countless actors and rich, elite pedos and child traffickers to prison.

Mainstream Media: Ghislaine who, what? Kyle was acquitted though, and theres a 99.9997% chance you'll get covid.

#GhislaineMaxwell #KyleRittenhouse #distraction"	2021-11-24 03:18:54+00:00
578	3	+	"@enenbee @drvyom 85% of 12+ fully vaccinated across Canada. And we’ve got approval for Pfizer for 5-11 so I expect that will roll our soon, to similar levels, if not higher."	2021-11-24 02:59:34+00:00
579	5	-	"@jsquissato91 @ldl716 Agree 100% Jen. If no Covid they're good with a Rising Cap. Bridge deals for Marner and Matthews would have been perfect. Instead Dubas leaves the possibility of Matthews leaving as a UFA in his prime, Paying him full money should have included a year or 2 of his free agency"	2021-11-24 02:57:09+00:00
580	3	n	"@BACullenyyc Same, but I got 1 Ph with my Az. Now I'm double Pfizer."	2021-11-24 02:53:14+00:00
581	3	n	@KarinLitzcke @gross_lemming Sending unvaxxed COVID patients to a facility run by unvaxxed nurses to free up hospitals? I think we found our compromise Karin. 100% into it	2021-11-24 02:49:37+00:00
582	2	-	@drvyom I don’t know. Doesn’t look like anyone is going to be doing anything at all in public in Canada without both vaccine proof and government ID for the forseable future.	2021-11-24 02:48:47+00:00
583	5	-	"@ldl716 Tavares is not the problem. And I don't look at his contract as the problem. He earned this. Leafs should have signed the others to bridge deals at a lesser yearly salary. If the NHL had a franchise player tag Leafs keep Hyman. If Covid doesn't happen,Salary Cap keeps rising."	2021-11-24 02:47:13+00:00
584	3	+	"i am loving all the tweets and posts from friends with younger kids celebrating booking vaccine appointments.
❤️ 💉 💪🏾"	2021-11-24 02:41:39+00:00
585	4	+	"@juliegrizzy Happy for you, Julie, and especially him. No COVID = 😁"	2021-11-24 02:40:38+00:00
586	2	-	"@Elsablaine The first time I went to a place that required proof of vaccine was a disaster.
A coworker and I went for lunch. She left her proof of vaccine in the car. I had my QR code on my phone but no ID with me.

Needless to say we ate outside. 🤣"	2021-11-24 02:39:05+00:00
587	4	-	"Tonight I continue to read emails from upset and concerned parents. 
Parents have been receiving messages from schools since mid-October regarding Covid exposures including close contact notices of their children. Some parents have received up to 8 notices since mid-October."	2021-11-24 02:22:57+00:00
588	3	-	"22 Minutes SK Burn: 
Dr. Strang, NS Health Officer, 
""they say over 1 million vaccine doses have been wasted,
way to go Saskatchewan!"""	2021-11-24 02:22:10+00:00
589	4	-	@JanisIrwin @CGriwkowsky @jkenney has caused direct and continuous stress in my life as I worry about my children’s education and health. The cuts to both areas have been done without proper insight and have hurt systems at critical times of need. My family have all gotten Covid because we were ‘open for summer’	2021-11-24 01:54:49+00:00
590	4	n	@pulmyears Thank goodness you are ok ! I had Covid arm from that one . 🙄😬 so weird	2021-11-24 01:52:40+00:00
591	3	n	@KarinLitzcke @gross_lemming Maybe vaccinated workers could opt-out of working in the COVID unit (PSTD). Or being that people dying of COVID is now paint-by-numbers care we can let interns/new staff/outsources do it. We still have tents from last year for space. Lots of options	2021-11-24 01:49:15+00:00
592	3	+	@vocame @MLHealthUnit I wish there was consensus on this. I can’t find an answer so I’m likely going to prioritize the COVID shot.	2021-11-24 01:44:14+00:00
593	3	-	"@Mrgrant7619 @annbauerwriter Monica, you and thousands, if not hundreds of thousands are catching COVID even though they are double-vaccinated. My friend died of COVID who was double-vaxxx. We need to see news sources all over the world. Please recover well. VIT D, Quercetin/ ZINC and Methylprednisolone"	2021-11-24 01:43:05+00:00
594	3	+	Thank you Kingston for making vaccine booking not awful. Kids are going at the end of December (longer wait than some but it’s a compromise to manage some anxiety).	2021-11-24 01:39:59+00:00
595	4	n	"28,000 (Covid sell out) for MNT v Qatar, sell out for MNT v Portugal, 5,500 sold for WNT v Slovakia, 30,000 sold for men’s FAI Cup Final and over 3,000 for the Women’s FAI Cup Final. There’s something happening within Irish football 🇮🇪⚽️"	2021-11-24 01:32:53+00:00
596	2	-	My parents just got back from their first trip to Phoenix since Covid started. They’ve already booked another trip. They leave in like 2 weeks.  THIS IS NOT FAIR	2021-11-24 01:28:57+00:00
597	4	+	"COVID was our great reset button, because the banks won't let us have a real one"	2021-11-24 01:15:27+00:00
598	2	-	@shayman I really thought we were only doing Covid shots...	2021-11-24 01:05:59+00:00
599	4	-	"@theMMQB Covid is an elite virus, 'twas bound to happen. Flacco &gt; Rodgers (both diseased)"	2021-11-24 01:03:47+00:00
600	2	+	"@Stonesfan420 @BNODesk Fair point. The UK let it go in July. Front loaded the infection spread. Probably won’t see the big exit Covid wave. I like the German governments message. “Get vaccinated, get cured via natural infection, or die”. 🤷‍♂️"	2021-11-24 00:50:35+00:00
601	4	-	@Some_Eventful A3. Through Covid I’ve made different decisions about what I do in parks- I’ve hiked less in ON parks due to influx of people #wegetoutside	2021-11-24 00:48:35+00:00
602	3	+	@BigKenize @go_show95 I love anti vaccine people comparing  1940 50 technology to 2022. It's like comparing a horse and buggy to Bentley	2021-11-24 00:46:30+00:00
603	3	+	"@cspotweet way to discount that child’s death, @CMOH_Alberta. that child was obviously LIVING with those complex medical conditions, but died as a result of COVID. hey @RachelNotley, can you PLEASE replace Dr. Hinshaw when we kick #JasonKenney out in 2023? #abpoli #ableg"	2021-11-24 00:18:00+00:00
604	2	n	Should I report a friend that is using a fake Alberta QR code vaccine certificate?  Would you report your friend?	2021-11-24 00:13:49+00:00
605	3	n	@cwt_news But that's what they said about all their other 💉COVID-19™️💉	2021-11-24 00:08:00+00:00
606	3	n	@yogachampagne @SoapDigest @1SteveBurton @GeneralHospital Lol...I haven't read any info on how the other soaps are dealing with the vaccine...	2021-11-24 00:07:10+00:00
607	4	+	@SanjanaVijayann Your concern will not stop you from getting covid	2021-11-23 23:58:47+00:00
608	3	-	@JohnTory Everyone’s got a choice. I choose not to put this up my kids arms. Bring me a vaccine that works. Putting the people against each other in a half ass effort sickens me. Politics at best I suppose.	2021-11-23 23:45:34+00:00
609	3	+	Booked both kiddos for their #COVID19 vaccine. Thanks @MLHealthUnit for an easy booking process!!	2021-11-23 23:42:27+00:00
610	1	n	@KarinLitzcke @gross_lemming Then I'll weigh that new information relative to the long term risks of getting and surviving full COVID.	2021-11-23 23:35:33+00:00
611	3	+	Seeing tweets accusing parents who choose to vaccinate their children against COVID of child abuse…just shameful.	2021-11-23 23:34:22+00:00
612	2	-	"Sigh. I just got a personalised envelope from Alberta Health in the mail. In it, a form letter stating the importance of COVID vaccinations and urging me to get fully vaccinated ASAP. Thing is?

I. Am.

And have been for a while.

Sooo...

Tax money well spent, then @AHS_media."	2021-11-23 23:28:44+00:00
613	3	+	@7thDrewid @CP24 you’re in luck! there’s no skulls in this vaccine so there’s nothing to worry about *phew*	2021-11-23 23:16:57+00:00
614	3	-	613 Cases of Covid in ontario and 288 of those are fully vaccinated	2021-11-23 23:07:29+00:00
615	4	n	@AJKayWriter @barnes_law Bit of a negative tweet. How about rejoicing these people are COVID-free?	2021-11-23 22:43:18+00:00
616	3	+	"Anyone know the actual plan for getting kids COVID vaccines in doctors offices, from trusted, professional pediatric staff? I know I can call our doctor but generally, is a plan in place? Because it's needed!"	2021-11-23 22:39:58+00:00
617	3	+	@Clarja_wewon Get at least your first Covid vaccine.  That's what I would do	2021-11-23 22:29:24+00:00
618	2	-	@aggieloveseggs @moarsnax I remember needing a vaccine before I went to mt Royal. I forget... It was for... Meningitis. Yes! Otherwise I couldn't go.	2021-11-23 22:26:14+00:00
619	1	-	"@imgrund @Sflecce Sorry to bug you Ryan, but how do I find out what school in LGL has a current outbreak?? I know there was a list at one point. Is that still accessible??
Thank you... for being my go to for all things Covid... primarily as a parent of two kids under 11, also as a citizen of ON.🙏"	2021-11-23 22:18:18+00:00
620	2	-	"@Lotti_DD I went by the elementary school I'm taking my kids out of to homeschool, over half the kids aren't wearing masks in the classroom, thevexact reason my son's anxiety about Covid was shooting thru the roof"	2021-11-23 22:12:28+00:00
621	3	+	@yesssi I waited in line for Bush tickets and by god I’ll wait in line for the COVID vax for my kids	2021-11-23 21:59:39+00:00
622	2	-	@PtboExaminer Thats cause there not saying and easy peasy to make fake vaccine certificates	2021-11-23 21:46:45+00:00
623	4	-	@viewsbypooja Wildcard ko Covid hogaya.. they’re in quarantine again	2021-11-23 21:22:24+00:00
624	3	+	@jasonfherring Based on AHS data I don’t think it should extend to children and I am a proponent of the vaccine. If anything it will be generally good for boosting general immunity.	2021-11-23 21:20:14+00:00
625	4	n	"@NeejaB @drdagly Rest easy, apparently @CMOH_Alberta says Covid is airborne… in certain conditions. Oh and she made recommendations on ventilation improvements. Just scrolling til fingertips are numb to find anything- nada. Brutal"	2021-11-23 21:08:23+00:00
626	2	-	@QuentinJKenned1 @joeyfox85 @jvipondmd @CPita3 @CPHO_Canada @GovCanHealth Unfortunately there seems to be some coded language here in Canada. Our government is making up ways to say N95 without saying N95… in some places health care workers haven’t even been allowed to wear them while caring for Covid patients. 🤯	2021-11-23 20:41:17+00:00
627	3	n	@Timinator Well done you &amp; I feel for you. A lot more uncomfortable than a little vaccine shot in the arm.I need to drink lots of water and apply heat as the vein finder device shows my veins like a tangled bird's nest &amp; they like to duck: Hemochromatosis &amp; phlebotomies = wear &amp; tear.	2021-11-23 20:35:57+00:00
628	2	+	"@KevinJanssen21 @LthaSadie @cordingly_e @CTVNews No, if someone is driving like an asshole and putting others at risk the police pull them over and take their licence away. If you’re putting people at risk by not taking the vaccine they don’t let you go to public places. See how that works?"	2021-11-23 20:31:44+00:00
629	4	-	@d_drennan @Barrie360 I knew this just before hearing there was a COVID outbreak at that church.  Not surprising.  I guess it’s hard for these people to take the necessary precautions when they don’t think its real in the first place 🤷🏼‍♂️	2021-11-23 20:17:49+00:00
630	3	n	"Hey #yyc parents of kids 5-11 - how you feeling today?
Anyone want to chat about vaccine rollout for your kiddos?
DM’s are open :)"	2021-11-23 20:11:18+00:00
631			i took vaccine of respiratol and agent in flea medication with zyprexa after bee venom swallowed causing rash so i live 113 cause pie vaccine	2021-11-23 20:03:59+00:00
632	3	+	"@LthaSadie @cordingly_e @KevinJanssen21 @CTVNews No, those are people that look at the results objectively. The vaccine is excellent at both preventing symptoms and reducing viral load, which in turn reduces transmission. Reduces, not prevents. Meaning the more people that get it, the better it is for everyone."	2021-11-23 19:57:35+00:00
633	4	-	We know they are leaving the door open...no body no death...so Jason could one day return when/if the vaccine mandate is lifted...so until he returns the ridiculous storylines will go on...#GH @GeneralHospital	2021-11-23 19:53:06+00:00
634	3	-	@AsennaWealth Wonder how many were in the hospitals and sick before there was a vaccine available there?  Bet ya it’s less than it is right now!	2021-11-23 19:46:52+00:00
635	2	-	@BobBenzen Big surprise @BobBenzen steps up to carry @PierrePoilievre’s water on ‘inflation tax’ minutes after his embarrassing tirade on TV. What would you cut Bob? What programs during COVID (that you voted for) now you think shouldn’t have been provided?	2021-11-23 19:46:42+00:00
636	4	+	"@happyheathen01 There have been 5 deaths from Covid in children my kids’ age. That’s represented statistically, as 0% of the deaths.
Hyperbole much?"	2021-11-23 19:34:21+00:00
637	2	-	"I asked a man for proof of his vaccine to sit in at my work, and he called me fascist…"	2021-11-23 19:34:06+00:00
638	2	n	Love being asked to show my vaccine passport basically everywhere in Quebec.	2021-11-23 19:32:43+00:00
639	3	-	Cats was released in theater in Dec 2019. Maybe COVID was natures retaliation. #RandomThoughts	2021-11-23 19:29:44+00:00
640	3	+	"@TylerMcMurchy I am also terrified of needles, and was elated to get my Covid vaccines! Never thought I would see the day I was happy to get jabbed 😂"	2021-11-23 19:18:42+00:00
641	3	n	@DiemondJoe83 To believe the numbers or to believe that there are vaccine injuries and death?	2021-11-23 19:13:07+00:00
642	3	+	@robhoadley shouldn't the vaccine clinics be brought into the schools? i remember getting a vacinne in Grade 9. Public Health should have capabilities to accommodate in-school clinics.	2021-11-23 18:51:23+00:00
643	3	-	@TyVollhoffer @KevinJanssen21 @CTVNews Imagine being more concerned about the long term effects of the vaccines than the long term effects of getting infected by Covid. #Covididiot	2021-11-23 18:45:41+00:00
644	3	n	"@MontrealLFC Sure, but being told that this was always a 3 dose vaccine is false."	2021-11-23 18:40:17+00:00
645	2	-	@JustinTrudeau @GGCanada Covid will never leave Dr Tam said it many times stop making a health issue political thar needs to stop now	2021-11-23 18:32:14+00:00
646	4	-	"I have covid-19, send me content so I may binge for the next two weeks of isolation please #ttprg #ttrpgfamily #dnd #TTRPGkids #ttrpgsolidarity"	2021-11-23 18:29:51+00:00
647	3	+	"@KevinJanssen21 @CTVNews Imagine not understanding that side effects after getting a vaccine happens within days of getting the jab, not weeks and months. 🙄🤦🏻‍♂️"	2021-11-23 18:14:51+00:00
648	4	n	"@jennylynn83 @KFLAPH From my experience with Covid-19 protocols, that would need a doctor's note."	2021-11-23 18:02:20+00:00
649	3	-	@Cory_G_LaVallee I am sorry but I can’t resist… a #COVID19 vaccine and perhaps a test to be sure it’s not Covid. I find lemon @RicolaUSA cough drops work wonders. Hope you get well soon.	2021-11-23 17:57:50+00:00
650	3	+	"@OdedDvoskin Only one left. He's turning 4yo this week so he's still too young. If the vaccine is still recommended next year, he's getting it before next Christmas. 😊"	2021-11-23 17:54:22+00:00
651	2	-	"@LGretzky @fordnation And something that I cant get people to hear, like my MP I voted for...what about the people on disability that got forgot about,  no covid money since the beginning of covid.  We are now living in poverty"	2021-11-23 17:47:18+00:00
652	2	-	@spokesmama @tomflood1 I find it very surprising how much the COVID response varies among provinces or even cities/regions within a province.	2021-11-23 17:43:36+00:00
653	3	+	"COVID vaccine appointment for my 6yo?

Booked."	2021-11-23 17:38:14+00:00
654	3	+	"Now that @GovCanHealth approved vaccines for 5 to 11 year olds, I booked my vaccine appointment for my 11 year old. Looks like we're both gonna be tracked by @pfizer or is it @BillGates or is it 5G?  Can someone help me who is gonna be controlling me? #VaccineSafety #cdnpoli"	2021-11-23 17:37:12+00:00
655	3	-	"Nova Scotia.

Another staff member at East Cumberland Lodge, a long-term care home in Pugwash, has tested positive for COVID-19. A total of 32 residents and 11 staff members at the home have tested positive, and three of the infected residents have died. Public and ..."	2021-11-23 17:33:57+00:00
656	2	-	It should be 7 days of non attendance plus proof of negative Covid Test to return.  This inconsistency needs to change!	2021-11-23 16:47:29+00:00
657	3	n	@SEOCHC Do we know if neighborhood hubs will be giving the 5-11 year olds the vaccine as of friday?	2021-11-23 16:46:29+00:00
658	3	+	Today would be a great day to find out when I can vaccinate my kids 5/7/9 against COVID-19.	2021-11-23 16:41:43+00:00
659	3	n	@uncannycanuck @ProfSmithSask @SaskHealth @jburnford London Drugs pharmacy allowed couples to book their covid shots together at the same time as well as the flu shots.	2021-11-23 16:28:24+00:00
660	2	-	@Aly_B_YYC @kristalixy @demetriosnAB The Wheres Waldo of GOA- hasn’t set foot on a campus to explain/defend these decisions.  Plus created super spreader spaces for Covid w disturbingly low protections/policies. Disgusting @demetriosnAB #fireucp #saveabpsi	2021-11-23 16:21:28+00:00
661	2	*	"@BesLori @futonsrf I’m an atheist myself but I love seeing holiday celebrations. We just received a group of Afghan refugees. And with covid I’m sure a lot of International Students won’t get home this year. A small gesture like seeing Hanukkah, Eid, Diwali etc celebrated reminds ppl they belong"	2021-11-23 16:21:17+00:00
662	3	+	"@CDisco5 @joe_cressy @NoahIvers Yes, apparently you did miss the fact that some kids in Ontario have died from Covid this year. Plus, longterm health issues from Covid are a serious concern. Vaccination will help prevent both."	2021-11-23 16:17:04+00:00
663	4	-	"@lornehanks That’s…that’s more work than just refilling it

(Which actually is a very apt metaphor for our COVID response)"	2021-11-23 16:08:03+00:00
664	3	n	@mack3636 I think Spiney is beyond help .We haven't found a vaccine for idiot yet .	2021-11-23 15:49:36+00:00
665	3	n	"@KarinLitzcke You know what they say about information: ""If it doesn't confirm to your bias you haven't dug hard enough..!""

Google search term I used ""vaccinated deaths not from COVID"" - figured that was an unbiased wording."	2021-11-23 15:35:12+00:00
666	3	+	@Safimod The vaccine equivalent of scoring floor seats through Ticketmaster.  Well done.	2021-11-23 15:25:35+00:00
667	2	n	@HelmanDC @1053thefan I usually stick up for Jerry but this is politics. We know the rules are not just for unvaccinated and vaccinated. Rodgers pointed it out and no one even covered the accusation. NFL “covid protocols” are strictly for face and image of the league.	2021-11-23 15:23:18+00:00
668	3	+	"@supercazzola773 @tuvya68 @garden_nome1 @peggy_blair @Chapmans_Canada Over 4 billion vaccinated, 0.0022% of them resulting in death, which is 727 times better than the 1.6% of deaths from covid. How much more assurance you need?"	2021-11-23 15:20:55+00:00
669	3	-	"@gccarra Anyone who disagrees w/ students getting COViD vax at school, doesn’t know grade 6 students just got vaxxed there for other things. They do every year. There’s a required signed permission slip, info is sent home in advance &amp; patient confidentiality is kept. It’s well rehearsed."	2021-11-23 15:11:09+00:00
670	3	+	"Get your vaccine and eat your goulash, it’s that simple y’all!"	2021-11-23 15:08:15+00:00
671	4	-	"@RW_Crank The actual science, recorded public health data, shows that the “science” of the covid cult is in fact anti-science. Covid kills predominately very elderly, unhealthy people. Yet, which demographic has seen an increase in deaths? Under 40. Covid measures are the death sentence."	2021-11-23 15:02:10+00:00
672	2	n	Why is Alberta the only province to not yet be affiliated with the Canada vaccine app?	2021-11-23 14:47:02+00:00
673	3	+	December 28th!!! I'm eligible for my Covid booster. Day off because Boxing Day on a Sunday. Any tips on where to go and what time greatly appreciated.Don't care what part of #Winnipeg I have to go.	2021-11-23 14:31:03+00:00
674	2	n	"@jogginsboy @StacyThePatriot Yeah, this person is just straight up spreading lies. I’ve been doing covid screening at a couple of hospitals in NS this month, and no one that follows the most basic of health guidelines is barred from supporting/visiting patients, especially those in palliative care."	2021-11-23 14:14:35+00:00
675	2	n	@OttawaHealth @VaxHuntersCan anyone know a list of primary care providers that will be administering the vaccine to kids 5-11 group? My 6 yr old is terrified of needles and definitely would do better one-on-one or with a paediatrician #ottawa #ottawahealth #COVID19 #vhcON @CHEO	2021-11-23 14:14:22+00:00
676	3	+	"Classmates, not every place accepts the vaccine cards from Public Health. Get your QR code, a letter from your pharmacy or a note from your doctor for proof of vaccination. I am not going to be nice if you get shitty of the fact a business card is not proof. Our place, our rules."	2021-11-23 14:12:48+00:00
677	3	+	Have never been more grateful for science! Vaccine booked for 5-year-old. Let’s do this! 💉 💉💉	2021-11-23 14:05:38+00:00
678	3	+	"@NadialloydTO Totally hear you

I spent a lot of time asking questions of people who understand the science better than I do, and am comfortable they’ll be getting vaccinated on Thursday. 

All any parent wants to do is protect their child. Covid + parenting has been impossible on many levels"	2021-11-23 13:47:20+00:00
679	3	n	My mind been going crazy since last night. Was her illness covid related? Did she overdose on medication? Was it an attempted suicide? 😫	2021-11-23 13:37:35+00:00
680	2	-	"@BarhateMohit Australia is not what it used to be before Covid. It became a fierce Covid  police state. I was at AO 2011, AO 2014 and A2020, when Covid started to invade. For them, unvaxxed equals with a criminal. Revolting."	2021-11-23 13:30:24+00:00
681	3	n	Woo hoo! Vaccine appt booked for 6 year old in under 20 minutes on @ROWPublicHealth site!	2021-11-23 13:20:33+00:00
682	3	n	"@shayat17 @ROWPublicHealth @fordnation @celliottability @Billius27 Yep, but some are only doing first and second doses. Found one last night that will give my booster!  Feels like the Vaccine Hunger Games are starting again…."	2021-11-23 13:19:37+00:00
683	3	+	"And that’s one 11-year-old booked for a first dose of vaccine. Grateful to science — and honestly, even though I bitched a lot about this province’s handling of the pandemic, the provincial booking system works fairly well."	2021-11-23 13:09:01+00:00
684	3	+	"Well that was easy. Got my kiddo booked for a vaccine on Saturday. The online booking let me in prior to the 8am opening time.

Now I'm skeptical it's a kids dose, but his birthdate is in there"	2021-11-23 13:02:11+00:00
685	3	+	Sending Ontario parents of kids 5-11 a virtual latte and happy high five as you make your way through the online COVID vaccination registration queue.  It’s a good day!	2021-11-23 12:47:11+00:00
686	2	-	"New pet peeve is checking Google for store operation hours. Says OPEN, but I arrive to find note on door: the hours are different due to COVID. Now Google can’t be trusted + I can’t read a sign until I’m already there + wasted my time. Have to call every store now to check ahead."	2021-11-23 12:46:27+00:00
687	3	+	"Reminder not to sleep on our beloved COVID-19 vaccine’s elder and equally sexy cousin, flu vaccine 💉"	2021-11-23 12:43:54+00:00
688	3	+	Thank you @CBCIsmaila #MetroMorning for the information - our seven year has a vaccine appointment this week!#parenting @cityoftoronto	2021-11-23 12:38:09+00:00
689	2	n	I think the pre-screen covid calls have become so routine the caller is shocked when you admit you have symptoms. I’ve also never felt more ashamed of a cold 🤦🏻‍♀️ still I’m covid testing because…pandemic	2021-11-23 12:35:40+00:00
690	3	+	"TODAYS THE DAY!  Getting ready to book my child’s COVID vaccine in a portal that’s about to get hammered by thousands of people this am. I’ve got my kids health card, a coffee, my refresh mouse and click training was made for this. 💉🙌🏻"	2021-11-23 12:07:13+00:00
691	3	+	@SlaggitySlag @observe_react That’s really funny coming from someone who lives in a country that doesn’t recommend the Covid vaccine to children.	2021-11-23 11:55:20+00:00
692	3	+	Vaccine 1️⃣ booked for my 7yo daughter 🥲 let’s go Toronto! 💉✨#vaccination #COVIDVaccination #VaccinateKids #TeamTorontoKids @cityoftoronto @joe_cressy	2021-11-23 11:20:16+00:00
693	3	n	"@TQR317 @Lenoreocookie @TSpencerNairn Tuskegee was 50-90 yrs ago. Science has improved greatly since then. It was an awful situation, no doubt about it. But the Covid vaccines are nothing like that. That’s the same as ppl saying Covid vaccines are bad because of thalidomide. Again, 60 yrs ago. No comparison."	2021-11-23 08:03:19+00:00
694	3	-	@LiftForever67 So this person had 2 vaccine shots but thinks a third is a death sentence?	2021-11-23 06:52:07+00:00
695	1	n	"@EllenJSkye @RachelNotley Tell that to the 5 million and counting dead from COVID.

Look at cases and deaths coming down in Canada even as we are opening up the economy. 

Try working those critical thinking skills ☺️"	2021-11-23 06:49:33+00:00
